,Score,Rating,Total_shot,Woodwork,Shot_onTarget,Shot_offTarget,Shot_blocked,Possession,Touches,Pass%,Total_pass,Acc_pass,Key_pass,Dribble_won,Dribble_att,Dribbled_past,Dribble%,Aerial_won,Aerial_won%,Off_aerial,Def_aerial,Succ_Tack,Tack_att,Was_dribbled,Tack%,Clearance,Intercept,Corner,Corner%,Disposs,Err,Foul,Offside,W,D,L,Result
366,0,0.0,7,0,4,4,-1,4.599999999999994,55,6,37,53,5,7,7,-7,14,-12,-36,2,-2,1,-6,-7,16,-1,-2,1,-25,-1,0,-3,1,0,1,0,D
367,0,-0.1299999999999999,21,0,6,7,8,15.0,133,9,112,131,13,-4,-4,4,-12,2,6,14,-14,-4,0,4,-18,-25,-2,9,23,4,0,-4,-1,0,1,0,D
368,4,1.67,7,0,6,0,1,19.400000000000006,216,7,183,191,7,4,6,-4,-3,-2,-8,-2,2,1,-3,-4,12,4,7,0,14,-3,-1,4,5,1,0,0,W
369,1,0.5,9,-2,6,1,2,12.200000000000003,118,7,118,126,9,-6,-11,6,8,1,4,-9,9,10,16,6,9,5,-3,2,67,-5,-1,-3,0,1,0,0,W
370,0,0.07000000000000028,11,3,4,7,0,1.4000000000000057,-14,3,-8,5,12,-9,-8,9,-22,4,12,6,-6,7,16,9,-7,-15,-1,4,-50,-8,0,2,2,0,1,0,D
371,-1,-0.40000000000000036,-8,-1,-3,-3,-2,7.799999999999997,69,-1,87,70,-6,2,0,-2,10,0,0,-10,10,-8,-10,-2,-3,8,-9,-4,-29,10,0,-5,-3,0,0,1,L
372,-1,-0.27000000000000046,-4,0,-5,2,-1,-4.0,-40,-1,-23,-24,-5,-3,1,3,-23,0,0,8,-8,-5,-2,3,-15,-3,2,-5,-43,1,1,-12,-3,0,0,1,L
373,4,1.42,2,0,4,-4,2,9.799999999999997,107,2,119,113,2,-2,-6,2,14,-4,-20,-4,4,5,7,2,3,4,4,-2,-31,-1,0,-3,1,1,0,0,W
374,-1,-0.46999999999999975,-3,0,-2,2,-3,15.599999999999994,128,12,99,116,0,2,4,-2,-6,8,16,-2,2,-18,-20,-2,-28,-8,7,3,23,16,0,-3,1,0,0,1,L
375,-2,-0.5499999999999998,-5,0,-4,2,-3,10.200000000000003,98,1,101,91,-1,3,4,-3,0,6,30,6,-6,-1,-4,-3,3,-14,0,-2,-50,0,2,-4,-2,0,0,1,L
376,2,0.4800000000000004,9,0,5,0,4,-20.200000000000003,-180,-5,-200,-195,6,-6,-5,6,-14,0,0,4,-4,-2,4,6,-15,7,11,-1,80,1,1,4,3,1,0,0,W
377,-1,-0.4399999999999995,-8,-1,-3,-4,-1,2.200000000000003,-7,-2,15,1,-6,-2,-2,2,-3,-4,-25,2,-2,4,6,2,4,-3,1,5,71,-4,-1,13,0,0,0,1,L
378,-1,-0.33000000000000007,-12,-1,-1,-8,-3,-34.199999999999996,-284,-19,-269,-275,-11,2,-4,-2,31,-7,-14,5,-5,2,0,-2,10,1,-1,-8,0,4,0,-2,0,0,0,1,L
379,0,0.0,3,0,0,3,0,-1.0,-10,0,-7,-4,1,0,-4,0,14,-5,-18,5,-5,9,9,0,13,7,-5,5,42,-5,-2,1,6,0,1,0,D
380,0,0.08999999999999986,11,0,1,8,2,23.599999999999994,207,10,184,190,9,6,8,-6,0,-1,-4,-11,11,-3,-9,-6,7,-15,-2,3,-50,1,1,-4,-3,0,1,0,D
381,1,0.28000000000000025,5,-1,-2,1,6,-8.400000000000006,-73,-5,-87,-94,7,0,-2,0,11,8,28,8,-8,-3,-3,0,-6,6,1,3,5,5,0,-3,0,1,0,0,W
382,1,0.7800000000000002,0,0,-2,4,-2,7.799999999999997,102,4,76,82,1,2,2,-2,4,12,40,-2,2,4,2,-2,9,10,8,0,40,-4,0,3,4,1,0,0,W
383,2,1.0200000000000005,19,0,8,5,6,24.0,262,6,268,265,15,8,6,-8,29,1,6,7,-7,2,-6,-8,23,-3,0,5,40,0,0,-3,0,1,0,0,W
384,-1,-0.1900000000000004,-4,0,-5,-1,2,8.799999999999997,114,3,108,108,-4,1,1,-1,3,0,0,-8,8,2,1,-1,7,12,7,-3,-43,-2,-1,-3,2,0,0,1,L
385,-1,-0.2999999999999998,1,2,-2,2,1,25.799999999999997,210,8,224,210,-4,-1,-4,1,10,14,30,-8,8,5,6,1,4,-25,-9,2,-33,-2,-1,-5,1,0,0,1,L
386,0,0.020000000000000462,-1,1,-1,-2,2,-12.599999999999994,-83,-3,-97,-85,-1,-6,-4,6,-58,-3,-6,9,-9,7,13,6,-21,-1,6,-2,-13,-9,1,0,1,0,1,0,D
387,3,1.2699999999999996,2,0,4,0,-2,40.199999999999996,390,11,400,389,2,13,9,-13,50,2,14,-6,6,3,-10,-13,41,-5,1,-1,-40,1,-1,-2,-1,1,0,0,W
388,-1,-0.4900000000000002,-1,0,-4,3,0,-6.200000000000003,-67,-5,-69,-79,1,2,7,-2,-14,0,0,2,-2,-6,-8,-2,-5,-5,-3,4,-67,1,-1,2,-3,0,0,1,L
389,1,0.3799999999999999,3,1,1,2,0,-0.7999999999999972,-28,-5,-6,-20,1,-12,-12,12,-36,4,12,10,-10,13,25,12,-13,5,3,1,53,-13,0,3,0,1,0,0,W
390,-1,-0.5,-9,0,-3,0,-6,-40.800000000000004,-351,-18,-366,-373,-9,3,4,-3,7,-8,-30,16,-16,1,-2,-3,11,13,3,-5,7,-2,0,-4,5,0,0,1,L
391,-1,-0.41999999999999993,-12,0,-1,-7,-4,-19.200000000000003,-162,-6,-163,-159,-10,-6,-7,6,-8,-14,-42,-4,4,-1,5,6,-15,6,-1,-1,-8,2,0,-5,0,0,0,1,L
392,-1,-0.2400000000000002,5,0,0,4,1,1.2000000000000028,-10,0,0,-2,4,0,1,0,-8,9,36,3,-3,-7,-7,0,-18,-7,3,7,86,6,-1,9,2,0,0,1,L
393,2,0.5,-3,-1,2,2,-7,-23.599999999999994,-225,-11,-193,-202,-2,-14,-16,14,-23,3,12,9,-9,-3,11,14,-32,11,5,-6,2,5,0,7,0,1,0,0,W
394,-3,-1.04,-9,0,-6,-1,-2,-36.400000000000006,-320,-20,-315,-323,-13,-4,-12,4,25,0,0,18,-18,15,19,4,20,14,2,-9,-55,-7,0,0,2,0,0,1,L
395,-1,-0.4800000000000004,1,0,-1,0,2,15.0,108,11,112,121,2,-2,-1,2,-9,-12,-28,8,-8,1,3,2,-4,-4,4,-6,23,-2,1,4,0,0,0,1,L
396,1,0.4900000000000002,8,0,6,3,-1,-4.200000000000003,-26,1,-36,-22,4,9,12,-9,3,-7,-24,3,-3,-1,-10,-9,23,-13,11,-3,-5,-2,0,-3,-3,1,0,0,W
397,0,0.20000000000000018,10,0,1,8,1,-7.400000000000006,-68,-5,-74,-83,13,6,5,-6,21,4,25,-4,4,7,1,-6,27,-6,3,10,50,-6,-1,-7,2,0,1,0,D
398,0,0.0699999999999994,2,0,1,1,0,11.0,132,8,90,101,0,2,13,-2,-46,-5,-10,13,-13,-11,-13,-2,-8,-6,8,0,17,0,0,-15,4,0,1,0,D
399,1,0.2599999999999998,-2,0,2,0,-4,-39.400000000000006,-368,-17,-360,-354,0,-5,-9,5,3,10,46,-4,4,2,7,5,-8,11,7,1,0,2,-1,10,3,1,0,0,W
400,-2,-0.7199999999999998,6,1,3,-1,4,-5.200000000000003,-98,-3,-74,-72,4,-1,-1,1,-2,-1,-6,13,-13,12,13,1,12,-17,-7,5,-42,-12,1,3,0,0,0,1,L
401,1,0.45999999999999996,4,0,5,-1,0,-2.4000000000000057,-30,0,-10,-12,0,6,6,-6,19,1,2,2,-2,1,-5,-6,18,7,-3,2,0,-1,0,11,3,1,0,0,W
402,4,1.1800000000000006,10,-1,6,2,2,7.799999999999997,80,2,64,61,10,2,4,-2,0,-2,-10,4,-4,-6,-8,-2,2,-8,-5,8,38,4,0,1,1,1,0,0,W
403,-2,-0.29000000000000004,-4,1,-3,1,-2,15.200000000000003,148,9,115,124,-1,8,10,-8,5,7,18,3,-3,2,-6,-8,30,-4,4,1,30,-4,0,-2,6,0,0,1,L
404,-1,0.0,-4,0,-3,2,-3,-35.800000000000004,-363,-15,-390,-392,0,2,3,-2,0,1,6,7,-7,-2,-4,-2,2,-3,10,1,67,1,-1,-2,1,0,0,1,L
405,1,0.27000000000000046,-5,-1,-2,-1,-2,5.0,32,3,52,49,1,-4,0,4,-45,-4,-12,4,-4,-2,2,4,-22,12,-2,4,20,-2,-1,4,0,1,0,0,W
406,0,0.25,-13,0,-2,-5,-6,-38.400000000000006,-335,-15,-345,-350,-6,9,7,-9,41,3,10,-13,13,-2,-11,-9,27,34,11,-7,-7,4,0,5,1,0,1,0,D
407,1,0.28000000000000025,5,0,2,3,0,29.199999999999996,289,13,253,262,4,0,2,0,-6,2,5,2,-2,-3,-3,0,-3,-7,-6,2,17,1,0,4,-1,1,0,0,W
408,4,1.3499999999999996,5,0,2,2,1,-25.200000000000003,-204,-8,-189,-187,4,2,5,-2,-13,-2,-5,-3,3,2,0,-2,9,28,-3,-4,10,-5,-1,-3,0,1,0,0,W
409,-1,-0.7299999999999995,-19,0,-8,-6,-5,-33.199999999999996,-326,-13,-292,-307,-19,-11,-15,11,-6,8,40,0,0,3,14,11,-16,5,-4,-6,57,1,1,-5,2,0,0,1,L
410,0,-0.2999999999999998,-11,0,0,-4,-7,-17.599999999999994,-163,-9,-143,-147,-12,-3,-2,3,-14,-10,-20,14,-14,4,7,3,-4,-6,1,1,-75,-5,0,5,-2,0,1,0,D
411,-1,-0.3100000000000005,-1,0,-3,1,1,8.400000000000006,79,4,79,83,-1,2,8,-2,-17,1,8,-3,3,-9,-11,-2,-8,-8,0,-2,-43,3,0,-4,-1,0,0,1,L
412,0,0.1200000000000001,8,0,1,5,2,5.599999999999994,58,5,34,47,12,-11,-4,11,-49,-2,-6,2,-2,-3,8,11,-25,6,8,8,40,-4,0,-1,0,0,1,0,D
413,0,-0.08999999999999986,-5,0,-4,0,-1,1.2000000000000028,-23,-2,6,-3,-4,0,0,0,0,4,12,2,-2,2,2,0,3,-9,-6,2,67,-2,1,4,-1,0,1,0,D
414,0,-0.20999999999999996,2,-1,2,-2,2,31.0,239,12,238,251,4,-2,1,2,-19,-5,-18,-7,7,-12,-10,2,-23,-25,-1,13,-53,9,1,0,-1,0,1,0,D
415,0,-0.3199999999999994,-15,-1,1,-7,-9,-41.199999999999996,-383,-16,-370,-370,-12,-11,-9,11,-39,-10,-46,4,-4,3,14,11,-24,16,0,-11,38,-5,1,-3,0,0,1,0,D
416,-2,-0.6899999999999995,-7,-1,-6,-1,0,4.0,58,1,38,36,-3,4,9,-4,1,-9,-30,1,-1,-3,-7,-4,8,11,-2,-4,-83,-2,0,-8,-4,0,0,1,L
417,1,0.5,6,1,2,4,0,12.0,109,7,100,102,6,6,9,-6,-8,4,10,-10,10,-4,-10,-6,3,-7,-7,1,29,1,0,-4,1,1,0,0,W
418,0,-0.07000000000000028,12,0,2,7,3,1.2000000000000028,8,0,-14,-9,9,3,7,-3,-15,-5,-16,7,-7,2,-1,-3,10,-19,-6,4,-33,-6,0,5,-2,0,1,0,D
419,-2,-0.8900000000000006,6,1,-2,3,5,14.400000000000006,121,7,110,124,0,3,0,-3,25,3,14,-7,7,-2,-5,-3,5,-20,-6,11,-4,5,1,-3,1,0,0,1,L
420,3,1.1400000000000006,11,0,6,5,0,3.200000000000003,42,3,40,53,4,3,5,-3,0,4,40,0,0,-2,-5,-3,4,-6,3,0,0,0,0,-2,-1,1,0,0,W
421,6,1.6799999999999997,17,1,10,6,1,24.799999999999997,201,9,203,205,12,-4,2,4,-34,-4,-25,-2,2,2,6,4,-6,-14,-4,4,-17,-8,0,4,1,1,0,0,W
422,0,0.15000000000000036,13,0,4,6,3,33.800000000000004,274,17,286,292,8,2,5,-2,-8,14,26,2,-2,1,-1,-2,7,-18,5,6,-71,-4,0,7,0,0,1,0,D
423,2,0.6200000000000001,-6,0,1,-5,-2,-4.200000000000003,-35,-5,-39,-44,-6,-5,-5,5,-17,-2,-4,20,-20,4,9,5,-9,1,-2,5,8,-4,0,-1,-1,1,0,0,W
424,-1,-0.5300000000000002,-10,0,-6,-2,-2,-19.200000000000003,-158,-10,-137,-139,-7,4,6,-4,1,-1,-2,9,-9,-9,-13,-4,-4,-6,-4,5,58,7,0,6,-2,0,0,1,L
425,2,0.7699999999999996,4,1,0,5,-1,-14.200000000000003,-99,-4,-110,-106,1,2,2,-2,6,2,6,0,0,1,-1,-2,7,5,3,0,-16,-1,0,2,-2,1,0,0,W
426,0,-0.009999999999999787,2,0,1,1,0,-18.599999999999994,-157,-9,-162,-169,1,1,-3,-1,14,4,16,8,-8,7,6,-1,9,-3,-2,1,-5,-3,0,-2,-1,0,1,0,D
427,0,0.15000000000000036,10,1,1,6,3,27.400000000000006,250,13,232,243,7,5,5,-5,8,12,28,-9,9,-3,-8,-5,5,-25,-2,8,33,3,0,3,2,0,1,0,D
428,3,1.0600000000000005,7,1,3,3,1,9.200000000000003,94,3,99,101,10,0,3,0,-16,-8,-36,-4,4,-1,-1,0,-2,3,-4,-2,-27,-2,0,5,-3,1,0,0,W
429,0,0.1200000000000001,-4,0,1,-2,-3,-21.799999999999997,-181,-9,-194,-191,-5,6,13,-6,-8,-5,-18,7,-7,3,-3,-6,19,4,-1,-1,10,-10,0,-1,1,0,1,0,D
430,-2,-0.6600000000000001,15,0,8,6,1,3.4000000000000057,29,4,12,28,11,6,8,-6,4,-8,-28,8,-8,-5,-11,-6,8,-19,10,7,-62,3,0,0,-1,0,0,1,L
431,2,0.7300000000000004,23,0,13,12,-2,15.599999999999994,170,7,163,170,19,3,11,-3,-28,-1,-4,-5,5,0,-3,-3,8,-10,-1,4,-78,-8,-2,2,-2,1,0,0,W
432,3,1.1099999999999994,18,0,4,7,7,20.200000000000003,153,9,148,162,10,5,12,-5,-1,3,14,3,-3,-8,-13,-5,4,-17,3,11,14,1,0,7,0,1,0,0,W
433,1,0.45999999999999996,3,-1,-1,4,0,33.400000000000006,300,16,285,284,3,3,3,-3,14,4,10,-12,12,2,-1,-3,15,-10,-4,2,-50,-2,0,-4,-1,1,0,0,W
434,0,-0.15000000000000036,-2,0,-3,2,-1,-31.199999999999996,-376,-11,-373,-365,-2,-6,-13,6,15,3,10,-1,1,1,7,6,-11,3,3,-8,-22,6,0,2,-1,0,1,0,D
435,-4,-1.1600000000000001,8,0,3,1,4,26.799999999999997,212,10,228,225,3,0,2,0,-8,3,12,-3,3,-5,-5,0,-7,-17,-1,11,64,3,1,-2,-1,0,0,1,L
436,0,-0.14999999999999947,4,0,-2,3,3,13.200000000000003,74,5,98,89,-1,-3,-1,3,-21,4,10,-12,12,-3,0,3,-12,-13,-11,2,7,1,0,0,2,0,1,0,D
437,2,0.8699999999999992,7,0,0,4,3,6.400000000000006,63,3,52,56,6,6,6,-6,17,5,18,1,-1,9,3,-6,29,9,-1,7,44,-9,0,-1,0,1,0,0,W
438,0,-0.11999999999999922,8,0,7,-5,6,-8.0,-113,-4,-74,-81,6,-4,-5,4,-13,5,12,-1,1,0,4,4,-13,-4,-1,5,40,1,1,8,-2,0,1,0,D
439,-1,-0.14000000000000057,6,0,-2,4,4,-3.200000000000003,-44,-1,-43,-38,3,-2,-8,2,20,7,20,3,-3,14,16,2,18,-14,-4,0,50,-8,-1,4,4,0,0,1,L
440,-1,-0.07000000000000028,15,0,1,11,3,22.200000000000003,207,8,182,182,12,17,24,-17,10,7,18,1,-1,-2,-19,-17,23,-35,0,13,54,-5,0,4,-1,0,0,1,L
441,-2,-0.7999999999999998,1,0,-3,3,1,-6.400000000000006,-86,-7,-84,-94,0,-3,0,3,-16,11,32,0,0,-1,2,3,-7,-25,1,9,22,-2,2,-2,2,0,0,1,L
442,1,0.6399999999999997,-12,0,-4,-5,-3,-23.0,-183,-10,-185,-184,-8,11,10,-11,28,10,20,6,-6,2,-9,-11,23,17,14,-7,75,-1,0,-1,1,1,0,0,W
443,4,1.71,16,0,5,10,1,19.599999999999994,231,8,212,216,16,10,-1,-10,57,-2,-20,2,-2,16,6,-10,38,-12,-6,1,0,-5,-1,-1,4,1,0,0,W
444,1,0.47999999999999954,14,0,6,4,4,31.800000000000004,326,12,328,329,12,13,9,-13,48,-4,-10,-14,14,-5,-18,-13,25,-14,-4,6,-12,9,0,-6,-2,1,0,0,W
445,3,1.2799999999999994,8,2,5,1,2,-15.799999999999997,-149,-10,-146,-165,6,4,-5,-4,32,5,14,1,-1,13,9,-4,17,1,-1,-3,11,-4,0,-1,0,1,0,0,W
446,8,2.41,9,0,10,2,-3,35.199999999999996,392,14,381,384,9,-1,2,1,-13,-5,-30,3,-3,-3,-2,1,-8,-1,-2,-1,17,0,-1,4,-2,1,0,0,W
447,-2,-0.6299999999999999,8,0,3,3,2,38.400000000000006,258,20,241,235,5,3,4,-3,3,-3,-6,7,-7,-2,-5,-3,4,-33,2,11,-58,1,1,-10,-1,0,0,1,L
448,-1,-0.33999999999999986,2,0,1,3,-2,-34.199999999999996,-283,-19,-281,-284,2,2,6,-2,-9,-6,-22,4,-4,4,2,-2,11,0,0,-5,-33,-8,1,2,-1,0,0,1,L
449,-2,-0.6499999999999995,-3,0,-4,0,1,-23.400000000000006,-222,-12,-221,-217,-4,4,2,-4,23,-15,-42,-1,1,-1,-5,-4,10,1,3,-5,-80,3,0,0,0,0,0,1,L
450,0,-0.10999999999999943,3,-1,-1,2,2,4.400000000000006,43,2,43,47,3,-3,5,3,-31,-5,-18,-15,15,-7,-4,3,-13,-10,5,-2,17,-1,1,-5,4,0,1,0,D
451,2,0.7700000000000005,16,1,7,5,4,34.599999999999994,392,15,392,406,11,1,-1,-1,8,-7,-30,-1,1,-4,-5,-1,-4,-18,-8,7,-50,6,-1,-1,1,1,0,0,W
452,-1,-0.34999999999999964,0,0,0,1,-1,29.400000000000006,278,12,272,265,-5,8,12,-8,5,2,6,-14,14,-8,-16,-8,6,-5,-4,-3,-11,4,0,-10,0,0,0,1,L
453,0,-0.11000000000000032,4,2,3,-3,4,23.799999999999997,183,9,171,159,1,1,4,-1,-4,2,8,6,-6,-8,-9,-1,-8,-8,-10,3,57,5,1,0,-1,0,1,0,D
454,5,1.4299999999999997,11,0,6,6,-1,34.800000000000004,349,12,334,332,8,-1,-1,1,-4,-1,-4,-3,3,1,2,1,-2,-16,-4,9,50,-1,-1,3,1,1,0,0,W
455,5,1.9799999999999995,21,0,10,7,4,47.800000000000004,644,18,614,635,17,11,16,-11,-4,7,54,-13,13,-6,-17,-11,15,-17,-3,6,33,1,0,-2,0,1,0,0,W
456,1,0.5100000000000007,0,0,3,-3,0,-0.5999999999999943,15,2,1,10,-1,2,0,-2,13,0,0,-4,4,-2,-4,-2,2,15,0,-5,36,4,-1,-7,0,1,0,0,W
457,0,-0.16999999999999993,-2,0,-2,-3,3,-35.199999999999996,-437,-12,-398,-392,-2,-10,-14,10,-6,-7,-34,-3,3,9,19,10,-4,13,7,-3,-33,-5,1,8,-1,0,1,0,D
458,3,0.8100000000000005,-1,0,-1,-1,1,15.0,115,1,140,125,0,-1,-2,1,5,-6,-25,-4,4,1,2,1,-1,-12,-5,2,40,0,-1,5,-3,1,0,0,W
459,1,0.34999999999999964,-4,-1,1,-3,-2,2.5999999999999943,10,5,13,27,-1,-4,-1,4,-30,-17,-40,-3,3,-4,0,4,-21,4,6,-2,25,1,0,-6,2,1,0,0,W
460,0,-0.54,4,0,3,-4,5,6.400000000000006,30,1,63,57,-1,-12,-15,12,-43,-19,-54,-3,3,-2,10,12,-45,-22,-9,2,-66,5,0,-3,-1,0,1,0,D
461,2,0.7699999999999996,-4,0,2,-1,-5,-2.5999999999999943,-19,-1,-19,-19,0,-2,1,2,-21,-4,-12,-4,4,0,2,2,-6,17,0,-3,-29,-3,1,7,1,1,0,0,W
462,-4,-1.38,-1,0,-3,0,2,8.0,73,5,59,69,0,0,-1,0,5,1,4,5,-5,2,2,0,2,-14,2,4,13,-1,0,-3,3,0,0,1,L
463,0,-0.04999999999999982,0,-1,3,-4,1,29.400000000000006,319,15,332,335,2,-1,8,1,-25,-2,-6,10,-10,-11,-10,1,-11,-16,5,4,25,2,1,-1,-2,0,1,0,D
464,0,0.1200000000000001,8,0,2,5,1,25.599999999999994,209,11,211,205,7,3,5,-3,-2,-4,-14,12,-12,5,2,-3,11,-19,-1,5,17,-7,0,-7,0,0,1,0,D
465,3,1.0100000000000007,15,0,7,7,1,38.800000000000004,420,15,402,398,8,3,6,-3,-3,5,22,1,-1,-6,-9,-3,-2,-18,-1,10,-29,3,-1,-6,-3,1,0,0,W
466,2,0.20999999999999996,2,-1,5,-3,0,-48.800000000000004,-528,-23,-507,-504,-2,-15,-17,15,-17,-11,-26,9,-9,1,16,15,-31,8,4,3,-21,1,-1,11,0,1,0,0,W
467,-4,-1.5899999999999999,-4,-1,-4,-3,3,-41.599999999999994,-444,-19,-424,-431,-3,-4,-10,4,12,0,0,8,-8,0,4,4,-9,3,2,2,-54,6,0,2,-3,0,0,1,L
468,2,0.7200000000000006,-2,-1,2,-3,-1,-15.400000000000006,-131,-8,-125,-131,0,-1,-3,1,4,-4,-12,-2,2,3,4,1,1,16,-1,-5,-30,-1,-1,-4,-2,1,0,0,W
469,0,0.11000000000000032,-3,0,-3,0,0,-16.599999999999994,-134,-10,-142,-152,-2,-3,-3,3,-8,10,34,2,-2,0,3,3,-6,5,0,-5,20,0,0,-8,0,0,1,0,D
470,-3,-0.8499999999999996,-6,0,-6,2,-2,-6.400000000000006,-41,-1,-60,-56,-5,9,17,-9,-7,-4,-16,6,-6,-7,-16,-9,14,3,3,-3,11,-1,1,-3,2,0,0,1,L
471,0,0.07000000000000028,13,1,1,4,8,24.400000000000006,206,12,179,192,8,9,10,-9,15,-1,-4,11,-11,-2,-11,-9,18,-29,0,9,-50,1,1,1,2,0,1,0,D
472,2,1.0,1,1,0,1,0,7.799999999999997,85,7,74,87,2,4,7,-4,-1,16,44,-8,8,2,-2,-4,12,7,9,-5,17,-5,-1,5,4,1,0,0,W
473,-1,-0.2999999999999998,-4,0,-2,-2,0,-10.400000000000006,-94,-2,-87,-78,0,-3,-6,3,-2,6,18,-4,4,9,12,3,0,13,-7,-2,46,-6,0,7,0,0,0,1,L
474,0,0.15000000000000036,19,0,7,2,10,43.400000000000006,420,22,409,408,13,9,9,-9,19,15,34,-19,19,-3,-12,-9,19,-32,-5,10,-62,3,-1,-4,3,0,1,0,D
475,2,0.47999999999999954,-2,0,4,-3,-3,-2.200000000000003,-8,0,-4,-2,-4,1,5,-1,-11,5,12,-7,7,-3,-4,-1,0,2,0,-1,33,-1,0,-2,-3,1,0,0,W
476,1,0.29000000000000004,5,1,7,-3,1,16.0,145,11,137,154,1,7,9,-7,6,7,22,-7,7,-2,-9,-7,11,-1,-2,6,5,0,0,4,4,1,0,0,W
477,1,0.3899999999999997,6,2,2,7,-3,1.7999999999999972,16,2,1,7,3,4,8,-4,-7,14,36,-6,6,-17,-21,-4,-26,-6,2,6,-37,13,-1,0,-3,1,0,0,W
478,-2,-0.6999999999999993,-2,0,-3,1,0,-2.5999999999999943,-32,1,-33,-21,-5,3,0,-3,15,4,16,-4,4,-6,-9,-3,-5,-11,2,4,-27,9,1,-1,1,0,0,1,L
479,1,0.40000000000000036,-9,0,-2,-4,-3,-24.799999999999997,-189,-11,-208,-209,-8,-2,-4,2,3,0,0,-4,4,6,8,2,7,20,10,-3,10,-4,1,-4,4,1,0,0,W
480,-1,-0.0600000000000005,9,0,4,4,1,10.0,84,4,73,77,4,3,3,-3,9,8,28,12,-12,0,-3,-3,9,-13,0,4,-40,0,-1,-2,4,0,0,1,L
481,2,0.8599999999999994,1,1,2,1,-2,-21.400000000000006,-166,-12,-175,-177,0,-1,-6,1,17,-6,-12,10,-10,10,11,1,12,8,5,-1,-25,-5,0,-9,-2,1,0,0,W
482,-3,-1.0999999999999996,5,1,-1,3,3,3.799999999999997,46,3,34,41,2,1,-5,-1,32,-11,-34,-1,1,0,-1,-1,3,1,-7,-3,-20,6,0,-2,0,0,0,1,L
483,0,-0.1200000000000001,7,0,2,2,3,31.0,372,9,351,355,6,4,6,-4,2,-4,-25,0,0,-2,-6,-4,5,-24,-17,7,-28,0,0,-2,-3,0,1,0,D
484,1,0.0699999999999994,-10,0,-3,-3,-4,-20.599999999999994,-220,-8,-214,-213,-13,-9,-12,9,-19,-5,-14,1,-1,-5,4,9,-28,5,6,1,15,8,-1,0,2,1,0,0,W
485,-1,-0.46999999999999975,-2,0,-1,-3,2,22.0,194,14,173,188,-4,3,-1,-3,20,-1,-4,-3,3,4,1,-3,10,5,2,-2,-23,0,1,3,-4,0,0,1,L
486,-1,-0.75,-8,-1,-1,-7,0,-27.799999999999997,-325,-7,-299,-282,-4,-17,-26,17,-6,-6,-24,12,-12,2,19,17,-21,-6,-4,6,-11,7,0,2,2,0,0,1,L
487,1,0.7699999999999996,2,0,4,-3,1,8.599999999999994,104,4,81,80,4,6,4,-6,25,1,4,-7,7,4,-2,-6,18,12,7,2,67,-2,0,-3,3,1,0,0,W
488,0,-0.2699999999999996,-15,-1,-2,-10,-3,-56.800000000000004,-579,-27,-562,-565,-15,-12,-11,12,-27,-10,-46,0,0,0,12,12,-27,22,9,-4,4,-1,0,4,3,0,1,0,D
489,-4,-1.2000000000000002,-6,0,-10,1,3,-7.599999999999994,-70,-5,-63,-69,-4,8,16,-8,-4,-2,-8,-6,6,-3,-11,-8,10,1,5,-2,27,-5,1,5,-3,0,0,1,L
490,1,0.1899999999999995,-1,0,1,-1,-1,3.4000000000000057,31,5,23,38,3,1,8,-1,-26,-15,-24,-7,7,-15,-16,-1,-24,6,-5,1,80,8,-1,3,2,1,0,0,W
491,-1,-0.3200000000000003,-6,0,-1,-3,-2,6.400000000000006,62,4,62,60,-2,3,7,-3,-15,3,4,-5,5,-10,-13,-3,-5,5,0,-1,10,6,0,-1,2,0,0,1,L
492,2,1.0699999999999994,-3,0,1,-1,-3,10.0,95,9,80,92,0,5,10,-5,9,20,28,0,0,-2,-7,-5,14,8,-2,-2,67,-3,-1,2,1,1,0,0,W
493,4,1.3999999999999995,-2,0,6,-2,-6,25.400000000000006,236,10,240,244,-1,8,11,-8,9,3,24,-3,3,-3,-11,-8,12,-5,-1,-5,-7,0,-1,0,3,1,0,0,W
494,4,1.2000000000000002,-3,0,5,-5,-3,-33.0,-352,-11,-348,-344,-6,-1,-2,1,0,-8,-40,4,-4,2,3,1,0,5,14,0,67,-1,0,-4,-2,1,0,0,W
495,2,0.8100000000000005,11,2,9,3,-1,0.5999999999999943,24,-1,16,10,12,4,0,-4,33,5,18,-7,7,2,-2,-4,17,8,-7,-1,17,2,-2,-1,1,1,0,0,W
496,-1,-0.35999999999999943,2,0,1,0,1,10.200000000000003,95,9,71,87,1,7,5,-7,20,-12,-16,-10,10,-3,-10,-7,9,-15,-2,1,-67,5,0,0,4,0,0,1,L
497,-1,-0.4900000000000002,-10,0,-2,-3,-5,3.200000000000003,31,-2,27,15,-7,-2,3,2,-14,-1,-4,-5,5,-8,-6,2,-14,-6,6,0,-33,3,-1,-3,1,0,0,1,L
498,0,-0.15000000000000036,16,0,3,9,4,27.0,200,15,180,184,13,7,10,-7,0,-16,-28,2,-2,-4,-11,-7,5,-38,-7,15,-69,1,0,-4,1,0,1,0,D
499,0,0.05999999999999961,1,1,3,0,-2,2.200000000000003,0,-5,47,16,2,-7,-16,7,7,8,25,0,0,3,10,7,-11,14,-6,-3,30,6,0,-4,-1,0,1,0,D
500,3,1.1400000000000006,3,0,5,-4,2,26.599999999999994,367,6,338,344,3,-1,-6,1,10,3,42,-1,1,-3,-2,1,-6,0,3,0,0,8,0,-5,1,1,0,0,W
